verbs,questionnarie,q_num,verb_id,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,participant,session,date,expName,frameRate,
評価する,責任感がない-責任感がある,8,28,0,370,370,547,0,11.821,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,憎らしい-可愛らしい,5,11,0,371,371,204,1,3.37,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,無気力だ-意欲的だ,17,14,0,372,372,276,0,2.955,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,近づきがたい-人懐っこい,4,14,0,373,373,263,2,2.445,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,責任感がない-責任感がある,8,48,0,374,374,947,0,2.336,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,無気力だ-意欲的だ,17,26,0,375,375,516,2,2.337,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,不親切だ-親切だ,20,24,0,376,376,479,3,1.955,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,非社交的だ-社交的だ,7,57,0,377,377,1126,2,3.108,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,消極的だ-積極的だ,1,35,0,378,378,680,2,2.027,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,沈んだ-うきうきした,12,52,0,379,379,1031,1,4.12,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,親しみにくい-親しみやすい,16,51,0,380,380,1015,0,13.802,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,人がわるい-人が良い,2,35,0,381,381,681,0,3.622,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
怒る,沈んだ-うきうきした,12,19,0,382,382,371,-1,5.12,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,責任感がない-責任感がある,8,14,0,383,383,267,0,4.005,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,短気だ-気長だ,19,30,0,384,384,598,0,1.907,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,生意気だ-生意気でない,3,54,0,385,385,1062,0,2.309,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,消極的だ-積極的だ,1,26,0,386,386,500,3,3.277,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
買う,無気力だ-意欲的だ,17,41,0,387,387,816,2,2.856,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,人がわるい-人が良い,2,23,0,388,388,441,0,1.841,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,近づきがたい-人懐っこい,4,49,0,389,389,963,0,1.904,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,沈んだ-うきうきした,12,29,0,390,390,571,1,2.554,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,心が狭い-心が広い,6,3,0,391,391,45,1,3.791,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,生意気だ-生意気でない,3,14,0,392,392,262,3,2.707,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,消極的だ-積極的だ,1,25,0,393,393,480,3,2.138,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,恥知らずだ-恥ずかしがりだ,10,51,0,394,394,1009,1,5.407,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,沈んだ-うきうきした,12,34,0,395,395,671,1,4.021,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,消極的だ-積極的だ,1,24,0,396,396,460,2,2.564,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,憎らしい-可愛らしい,5,39,0,397,397,764,2,2.869,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,憎らしい-可愛らしい,5,32,0,398,398,624,0,5.865,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,感じが悪い-感じが良い,14,12,0,399,399,233,2,1.837,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,軽率だ-慎重だ,9,13,0,400,400,248,0,72.651,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,非社交的だ-社交的だ,7,5,0,401,401,86,-2,36.456,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,心が狭い-心が広い,6,46,0,402,402,905,0,6.227,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,消極的だ-積極的だ,1,56,0,403,403,1100,-1,2.277,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,非社交的だ-社交的だ,7,31,0,404,404,606,2,2.423,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,親しみにくい-親しみやすい,16,56,0,405,405,1115,-1,5.557,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,無分別だ-分別がある,15,30,0,406,406,594,0,1.675,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,自信がない-自信がある,18,44,0,407,407,877,2,3.47,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,心が狭い-心が広い,6,22,0,408,408,425,-2,2.891,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,非社交的だ-社交的だ,7,21,0,409,409,406,0,2.991,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,人がわるい-人が良い,2,29,0,410,410,561,0,2.04,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,無気力だ-意欲的だ,17,17,0,411,411,336,2,2.123,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,憎らしい-可愛らしい,5,57,0,412,412,1124,2,1.672,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,無気力だ-意欲的だ,17,29,0,413,413,576,2,2.039,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,心が狭い-心が広い,6,10,0,414,414,185,1,4.651,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,消極的だ-積極的だ,1,18,0,415,415,340,2,11.444,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,人がわるい-人が良い,2,56,0,416,416,1101,0,1.954,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,消極的だ-積極的だ,1,16,0,417,417,300,0,7.491,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,自信がない-自信がある,18,15,0,418,418,297,0,2.521,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,感じが悪い-感じが良い,14,7,0,419,419,133,1,2.306,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,生意気だ-生意気でない,3,58,0,420,420,1142,3,2.94,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,自信がない-自信がある,18,9,0,421,421,177,1,6.072,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
対応する,無気力だ-意欲的だ,17,4,0,422,422,76,2,2.222,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,心が狭い-心が広い,6,26,0,423,423,505,1,4.409,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,心が狭い-心が広い,6,25,0,424,424,485,2,10.177,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,不親切だ-親切だ,20,2,0,425,425,39,1,1.755,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,心が狭い-心が広い,6,18,0,426,426,345,1,2.886,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,自信がない-自信がある,18,28,0,427,427,557,2,2.593,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,非社交的だ-社交的だ,7,28,0,428,428,546,0,2.909,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,軽薄だ-重厚だ,11,1,0,429,429,10,0,1.71,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
卑下する,卑屈だ-堂々とした,13,50,0,430,430,992,-3,2.129,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,親しみにくい-親しみやすい,16,2,0,431,431,35,1,5.22,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,自信がない-自信がある,18,12,0,432,432,237,0,4.608,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
買う,無分別だ-分別がある,15,41,0,433,433,814,0,1.756,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,卑屈だ-堂々とした,13,57,0,434,434,1132,2,1.709,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,卑屈だ-堂々とした,13,49,0,435,435,972,0,3.029,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,憎らしい-可愛らしい,5,49,0,436,436,964,0,1.614,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,心が狭い-心が広い,6,53,0,437,437,1045,0,2.108,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,消極的だ-積極的だ,1,48,0,438,438,940,2,10.467,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,恥知らずだ-恥ずかしがりだ,10,43,0,439,439,849,0,2.639,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,無分別だ-分別がある,15,49,0,440,440,974,0,1.673,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,責任感がない-責任感がある,8,44,0,441,441,867,0,3.141,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,軽薄だ-重厚だ,11,15,0,442,442,290,0,20.374,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,短気だ-気長だ,19,44,0,443,443,878,-1,6.322,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,人がわるい-人が良い,2,30,0,444,444,581,0,1.655,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,心が狭い-心が広い,6,27,0,445,445,525,0,10.727,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,非社交的だ-社交的だ,7,24,0,446,446,466,2,11.857,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,短気だ-気長だ,19,49,0,447,447,978,1,9.556,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,無気力だ-意欲的だ,17,28,0,448,448,556,2,1.509,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,軽薄だ-重厚だ,11,23,0,449,449,450,0,1.446,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,恥知らずだ-恥ずかしがりだ,10,23,0,450,450,449,0,17.629,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,短気だ-気長だ,19,51,0,451,451,1018,-1,4.939,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,生意気だ-生意気でない,3,57,0,452,452,1122,0,2.823,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,軽薄だ-重厚だ,11,17,0,453,453,330,1,1.777,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,親しみにくい-親しみやすい,16,43,0,454,454,855,0,3.955,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,人がわるい-人が良い,2,28,0,455,455,541,0,1.526,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,軽薄だ-重厚だ,11,24,0,456,456,470,0,17.609,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,消極的だ-積極的だ,1,32,0,457,457,620,0,2.106,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,憎らしい-可愛らしい,5,6,0,458,458,104,1,3.091,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,人がわるい-人が良い,2,6,0,459,459,101,0,2.713,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,無気力だ-意欲的だ,17,25,0,460,460,496,2,1.589,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,責任感がない-責任感がある,8,30,0,461,461,587,0,1.557,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,憎らしい-可愛らしい,5,35,0,462,462,684,0,1.59,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,不親切だ-親切だ,20,38,0,463,463,759,0,1.806,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
対応する,責任感がない-責任感がある,8,4,0,464,464,67,2,4.637,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,無分別だ-分別がある,15,9,0,465,465,174,0,4.524,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,卑屈だ-堂々とした,13,10,0,466,466,192,0,10.358,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,軽率だ-慎重だ,9,18,0,467,467,348,0,1.543,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,心が狭い-心が広い,6,7,0,468,468,125,1,4.872,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,非社交的だ-社交的だ,7,38,0,469,469,746,1,3.541,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
卑下する,不親切だ-親切だ,20,50,0,470,470,999,-1,2.174,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,短気だ-気長だ,19,39,0,471,471,778,1,2.123,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,生意気だ-生意気でない,3,26,0,472,472,502,0,1.709,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,沈んだ-うきうきした,12,55,0,473,473,1091,0,25.219,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,責任感がない-責任感がある,8,59,0,474,474,1167,2,8.507,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,沈んだ-うきうきした,12,51,0,475,475,1011,-3,3.031,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,心が狭い-心が広い,6,37,0,476,476,725,0,2.239,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,軽率だ-慎重だ,9,28,0,477,477,548,0,2.293,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,憎らしい-可愛らしい,5,48,0,478,478,944,0,1.658,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,自信がない-自信がある,18,24,0,479,479,477,2,57.916,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,恥知らずだ-恥ずかしがりだ,10,56,0,480,480,1109,1,2.557,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,人がわるい-人が良い,2,59,0,481,481,1161,0,3.424,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,無気力だ-意欲的だ,17,23,0,482,482,456,2,2.423,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,沈んだ-うきうきした,12,12,0,483,483,231,0,2.271,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,心が狭い-心が広い,6,33,0,484,484,645,3,2.039,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,卑屈だ-堂々とした,13,15,0,485,485,292,1,2.808,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,消極的だ-積極的だ,1,28,0,486,486,540,1,2.427,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,感じが悪い-感じが良い,14,31,0,487,487,613,0,2.418,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,沈んだ-うきうきした,12,33,0,488,488,651,2,8.07,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,非社交的だ-社交的だ,7,33,0,489,489,646,3,1.828,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,自信がない-自信がある,18,27,0,490,490,537,1,2.204,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,責任感がない-責任感がある,8,56,0,491,491,1107,0,2.255,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,人がわるい-人が良い,2,2,0,492,492,21,1,7.803,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,恥知らずだ-恥ずかしがりだ,10,1,0,493,493,9,0,7.475,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,生意気だ-生意気でない,3,27,0,494,494,522,0,1.441,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,非社交的だ-社交的だ,7,42,0,495,495,826,2,1.988,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,短気だ-気長だ,19,17,0,496,496,338,1,1.872,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,恥知らずだ-恥ずかしがりだ,10,39,0,497,497,769,0,4.939,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,非社交的だ-社交的だ,7,53,0,498,498,1046,0,5.598,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,不親切だ-親切だ,20,60,0,499,499,1199,0,4.289,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,不親切だ-親切だ,20,13,0,500,500,259,2,1.709,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,非社交的だ-社交的だ,7,60,0,501,501,1186,1,10.442,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,近づきがたい-人懐っこい,4,28,0,502,502,543,0,1.656,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,沈んだ-うきうきした,12,53,0,503,503,1051,0,1.95,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,恥知らずだ-恥ずかしがりだ,10,37,0,504,504,729,-1,8.411,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,無分別だ-分別がある,15,11,0,505,505,214,0,2.838,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,卑屈だ-堂々とした,13,40,0,506,506,792,0,2.009,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,無分別だ-分別がある,15,36,0,507,507,714,1,2.721,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,自信がない-自信がある,18,46,0,508,508,917,3,2.323,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,非社交的だ-社交的だ,7,25,0,509,509,486,3,2.42,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,軽率だ-慎重だ,9,60,0,510,510,1188,0,1.911,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,短気だ-気長だ,19,57,0,511,511,1138,0,3.022,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,不親切だ-親切だ,20,57,0,512,512,1139,0,18.632,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,心が狭い-心が広い,6,24,0,513,513,465,3,1.54,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,感じが悪い-感じが良い,14,24,0,514,514,473,3,2.108,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,無分別だ-分別がある,15,44,0,515,515,874,0,1.805,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,軽率だ-慎重だ,9,57,0,516,516,1128,0,1.356,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,消極的だ-積極的だ,1,54,0,517,517,1060,3,3.972,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,消極的だ-積極的だ,1,44,0,518,518,860,3,1.596,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,短気だ-気長だ,19,13,0,519,519,258,3,2.552,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,自信がない-自信がある,18,3,0,520,520,57,1,1.89,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,不親切だ-親切だ,20,59,0,521,521,1179,2,4.025,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,責任感がない-責任感がある,8,36,0,522,522,707,1,2.821,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,心が狭い-心が広い,6,47,0,523,523,925,0,7.289,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,軽薄だ-重厚だ,11,12,0,524,524,230,0,9.458,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,感じが悪い-感じが良い,14,8,0,525,525,153,0,3.269,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,消極的だ-積極的だ,1,12,0,526,526,220,0,7.573,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,無気力だ-意欲的だ,17,15,0,527,527,296,0,1.873,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,非社交的だ-社交的だ,7,13,0,528,528,246,1,3.556,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,自信がない-自信がある,18,2,0,529,529,37,0,1.804,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
買う,生意気だ-生意気でない,3,41,0,530,530,802,0,2.342,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,沈んだ-うきうきした,12,37,0,531,531,731,1,4.006,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,卑屈だ-堂々とした,13,20,0,532,532,392,1,2.524,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,消極的だ-積極的だ,1,31,0,533,533,600,3,9.822,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,近づきがたい-人懐っこい,4,55,0,534,534,1083,0,1.949,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,責任感がない-責任感がある,8,34,0,535,535,667,1,3.572,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
対応する,軽率だ-慎重だ,9,4,0,536,536,68,0,2.493,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,無分別だ-分別がある,15,20,0,537,537,394,0,13.204,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,生意気だ-生意気でない,3,3,0,538,538,42,1,3.79,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,憎らしい-可愛らしい,5,23,0,539,539,444,0,9.742,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,消極的だ-積極的だ,1,42,0,540,540,820,3,4.007,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,無気力だ-意欲的だ,17,22,0,541,541,436,1,2.204,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,不親切だ-親切だ,20,56,0,542,542,1119,0,3.255,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,軽薄だ-重厚だ,11,43,0,543,543,850,0,12.908,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,無分別だ-分別がある,15,27,0,544,544,534,0,6.522,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,感じが悪い-感じが良い,14,2,0,545,545,33,0,2.535,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,軽率だ-慎重だ,9,11,0,546,546,208,-1,3.092,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
対応する,軽薄だ-重厚だ,11,4,0,547,547,70,0,2.461,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,自信がない-自信がある,18,29,0,548,548,577,1,27.355,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,無気力だ-意欲的だ,17,55,0,549,549,1096,1,12.886,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,責任感がない-責任感がある,8,21,0,550,550,407,1,3.003,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,心が狭い-心が広い,6,36,0,551,551,705,0,1.817,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,憎らしい-可愛らしい,5,40,0,552,552,784,0,10.923,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,消極的だ-積極的だ,1,39,0,553,553,760,1,3.309,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,人がわるい-人が良い,2,39,0,554,554,761,1,1.927,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,心が狭い-心が広い,6,15,0,555,555,285,1,2.456,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,不親切だ-親切だ,20,36,0,556,556,719,0,4.321,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
